title,location,brief,style,follow,price tot,price unit,
翠苑五区经典的三房户型南北通透,西湖-翠苑,翠苑五区  | 3室1厅 | 75.68平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1996年建板楼  -  翠苑,38人关注 / 共10次带看 / 7个月以前发布,348万,单价45984元/平米,
金地广场  品牌开发商  交通便利,西湖-三墩,金地广场  | 2室1厅 | 44平米 | 西 | 其他 | 有电梯,低楼层(共22层)2017年建板楼  -  三墩,0人关注 / 共0次带看 / 3个月以前发布,130万,单价29546元/平米,
阳光郡电梯房，西边套，卧室带阳台，房东诚售,西湖-三墩,阳光郡  | 4室2厅 | 116.54平米 | 南 | 简装 | 有电梯,高楼层(共24层)2014年建板楼  -  三墩,13人关注 / 共0次带看 / 2个月以前发布,430万,单价36898元/平米,
协安紫郡，户型通透，精装修可拎包入住，业主诚售,西湖-三墩,协安紫郡  | 3室2厅 | 142.39平米 | 南 北 | 简装 | 有电梯,低楼层(共20层)2016年建板楼  -  三墩,2人关注 / 共0次带看 / 2个月以前发布,550万,单价38627元/平米,
阳光郡 精装修 东边套 房东诚心卖,西湖-三墩,阳光郡  | 3室2厅 | 89平米 | 南 北 | 精装 | 有电梯,低楼层(共23层)2014年建板楼  -  三墩,1人关注 / 共0次带看 / 2个月以前发布,380万,单价42697元/平米,
阳光郡 4室2厅 450万,西湖-三墩,阳光郡  | 4室2厅 | 116.52平米 | 南 | 简装 | 有电梯,高楼层(共24层)2014年建板楼  -  三墩,6人关注 / 共0次带看 / 2个月以前发布,450万,单价38620元/平米,
金地广场 1室1厅 165万,西湖-三墩,金地广场  | 1室1厅 | 39.3平米 | 南 | 其他 | 有电梯,低楼层(共22层)2017年建板楼  -  三墩,0人关注 / 共0次带看 / 2个月以前发布,165万,单价41985元/平米,
阳光郡 4室1厅 350万,西湖-三墩,阳光郡  | 4室1厅 | 89平米 | 南 | 其他 | 有电梯,中楼层(共28层)2014年建塔楼  -  三墩,2人关注 / 共0次带看 / 1个月以前发布,350万,单价39326元/平米,
西湖区 低总价两房 精装修 家具家电齐* 单价仅2w5,西湖-三墩,紫润国际  | 2室1厅 | 49.2平米 | 西 | 其他,高楼层(共14层)板楼  -  三墩,0人关注 / 共0次带看 / 1个月以前发布,125万,单价25407元/平米,
西湖区3.6米层高错层公寓精装出售，总价125万,西湖-三墩,紫润国际  | 1室1厅 | 34.25平米 | 北 | 其他,高楼层(共14层)板楼  -  三墩,2人关注 / 共0次带看 / 1个月以前发布,89万,单价25986元/平米,
好房诚心出售 随时看房 自住装修 拎包入住,西湖-三墩,金地自在城  | 3室1厅 | 89.94平米 | 南 北 | 其他 | 有电梯,高楼层(共18层)2012年建板楼  -  三墩,1人关注 / 共1次带看 / 27天以前发布,330万,单价36692元/平米,
铭雅苑东区 3室2厅 280万,西湖-三墩,铭雅苑东区  | 3室2厅 | 91.35平米 | 南 | 其他 | 无电梯,高楼层(共6层)2004年建板楼  -  三墩,0人关注 / 共0次带看 / 11天以前发布,280万,单价30652元/平米,
信鸿花园，正2房，有阁楼，房东诚心卖。,西湖-三墩,信鸿花园北区  | 2室1厅 | 86.05平米 | 南 | 简装 | 无电梯,高楼层(共6层)1998年建板楼  -  三墩,1人关注 / 共0次带看 / 9天以前发布,245万,单价28472元/平米,
亲亲家园一期 3室2厅 350万新上,西湖-三墩,亲亲家园一期  | 3室2厅 | 127平米 | 南 北 | 其他 | 有电梯,中楼层(共6层)2007年建板楼  -  三墩,0人关注 / 共0次带看 / 1天以前发布,350万,单价27560元/平米,
亲亲家园二期 4室2厅 410万新上,西湖-三墩,亲亲家园二期  | 4室2厅 | 164平米 | 南 | 精装 | 有电梯,高楼层(共18层)2006年建塔楼  -  三墩,4人关注 / 共1次带看 / 刚刚发布,410万,单价25000元/平米,
申花地段，丽晶湾简欧风格花园，精装修,西湖-申花,丽晶湾  | 3室2厅 | 89.8平米 | 南 北 | 精装 | 有电梯,高楼层(共22层)2014年建塔楼  -  申花,23人关注 / 共32次带看 / 4个月以前发布,360万,单价40090元/平米,
中天西城纪 3室一厅 楼下*做了榻榻米,西湖-申花,中天西城纪  | 3室1厅 | 40.22平米 | 东 | 精装 | 有电梯,中楼层(共14层)2014年建板楼  -  申花,195人关注 / 共0次带看 / 9个月以前发布,160万,单价39782元/平米,
昆仑橡树园 新上房源 精装修 纯边套 满五年且唯一房主自荐,西湖-申花,昆仑橡树园  | 3室2厅 | 96.82平米 | 南 | 精装 | 有电梯,中楼层(共10层)2010年建板楼  -  申花,53人关注 / 共10次带看 / 2个月以前发布,470万,单价48544元/平米,
芳满庭西边套，空间利用很大，精装修,西湖-申花,芳满庭  | 3室2厅 | 87.64平米 | 南 | 精装 | 有电梯,中楼层(共17层)2008年建板楼  -  申花,26人关注 / 共6次带看 / 1个月以前发布,460万,单价52488元/平米,
满五唯一，婚房装修，配套成熟，离地铁近新上,西湖-申花,城北商贸园  | 2室1厅 | 54.59平米 | 南 | 精装 | 无电梯,中楼层(共6层)1997年建板楼  -  申花,19人关注 / 共0次带看 / 4天以前发布,180万,单价32974元/平米,
拱墅区申花地段，总价低，精装修，2号线地铁三墩站。,西湖-申花,天阳美林湾  | 2室2厅 | 88.68平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2008年建板楼  -  申花,82人关注 / 共24次带看 / 3个月以前发布,300万,单价33830元/平米,
芳满庭纯边套户型 通风好 小三房 中楼层 视野采光好,西湖-申花,芳满庭  | 3室1厅 | 88.43平米 | 南 | 简装 | 有电梯,中楼层(共22层)2008年建板楼  -  申花,133人关注 / 共7次带看 / 8个月以前发布,398万,单价45008元/平米,
飞机户型，中间位置，中间楼层，看房方便,西湖-申花,政苑小区  | 3室2厅 | 111.97平米 | 南 北 | 简装 | 无电梯,中楼层(共6层)2005年建板楼  -  申花,23人关注 / 共8次带看 / 23天以前发布,540万,单价48228元/平米,
东方福邸新上，开发商精装修，两梯一户，尊贵大宅。,西湖-申花,东方福邸  | 6室2厅 | 222平米 | 南 | 精装 | 有电梯,低楼层(共23层)2013年建板楼  -  申花,16人关注 / 共1次带看 / 8个月以前发布,1300万,单价58559元/平米,
莱德绅华府两房  西边套  房东换房诚心出售,西湖-申花,莱德绅华府  | 2室1厅 | 89.83平米 | 南 北 | 简装 | 有电梯,低楼层(共22层)2014年建塔楼  -  申花,6人关注 / 共9次带看 / 4个月以前发布,423万,单价47089元/平米,
开发商精装修，小区环境好，房龄新，品质住房,西湖-申花,中天西城纪  | 2室2厅 | 40.22平米 | 东 | 精装 | 有电梯,高楼层(共14层)2014年建板楼  -  申花,54人关注 / 共0次带看 / 5个月以前发布,140万,单价34809元/平米,
丽晶湾小区，次新房，石材干挂小区，法式园林风格。,西湖-申花,丽晶湾  | 3室2厅 | 136.09平米 | 南 | 毛坯 | 有电梯,高楼层(共22层)2014年建塔楼  -  申花,26人关注 / 共5次带看 / 6个月以前发布,520万,单价38211元/平米,
浙大紫金港校区*的住宅校区 电梯房,西湖-申花,天虹公寓  | 2室2厅 | 90.47平米 | 南 | 简装 | 有电梯,中楼层(共24层)2007年建塔楼  -  申花,230人关注 / 共12次带看 / 一年前发布,250万,单价27634元/平米,
文鼎苑1期在卖好楼层满五唯一大三房东边套,西湖-申花,耀江文鼎苑  | 3室2厅 | 134平米 | 南 北 | 简装 | 有电梯,高楼层(共23层)2007年建板楼  -  申花,21人关注 / 共3次带看 / 3个月以前发布,830万,单价61941元/平米,
和睦公寓 一楼带院子 精装修 拎包入住 诚心出售,西湖-申花,和睦公寓  | 2室1厅 | 64.88平米 | 南 | 精装 | 无电梯,低楼层(共7层)1989年建板楼  -  申花,19人关注 / 共1次带看 / 2个月以前发布,230万,单价35451元/平米,
文鼎苑清爽装修，拎包入住，采光好位置佳。,西湖-申花,耀江文鼎苑  | 2室1厅 | 88.56平米 | 南 北 | 简装 | 有电梯,中楼层(共24层)2009年建板楼  -  申花,31人关注 / 共8次带看 / 2个月以前发布,655万,单价73962元/平米,
申花绿城三房，开发商装修的，可拎包入住,西湖-申花,绿城慧园  | 3室2厅 | 87.9平米 | 南 | 精装 | 有电梯,高楼层(共17层)2014年建板塔结合  -  申花,2人关注 / 共3次带看 / 7天以前发布,520万,单价59159元/平米,
万家花城 滨江物业 环境优美  诚心出售,西湖-申花,万家花城二期  | 3室1厅 | 89.38平米 | 南 | 简装 | 有电梯,中楼层(共18层)2009年建板楼  -  申花,144人关注 / 共9次带看 / 11个月以前发布,415万,单价46431元/平米,
此房位置好动静分离的好户型，户型正气精装修大三房。房主自荐,西湖-申花,紫金文苑  | 3室2厅 | 134.57平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2003年建板楼  -  申花,67人关注 / 共10次带看 / 8个月以前发布,570万,单价42358元/平米,
申花银泰20米距离西边套刚需三房，舒适楼层采光佳,西湖-申花,芳满庭  | 3室2厅 | 87.5平米 | 南 | 简装 | 有电梯,高楼层(共22层)2008年建板楼  -  申花,26人关注 / 共6次带看 / 4个月以前发布,399万,单价45600元/平米,
东方福邸 89方loft户型 好装修 诚心出售。,西湖-申花,东方福邸  | 2室2厅 | 86.98平米 | 南 北 | 精装 | 有电梯,高楼层(共26层)2013年建板楼  -  申花,27人关注 / 共7次带看 / 3个月以前发布,538万,单价61854元/平米,
上郡边套3房，南北通风，楼层好视野佳,西湖-申花,上郡  | 3室2厅 | 89.5平米 | 南 西 北 | 简装 | 有电梯,高楼层(共16层)2010年建塔楼  -  申花,29人关注 / 共3次带看 / 5个月以前发布,440万,单价49163元/平米,
政苑小区 4室2厅 690万,西湖-申花,政苑小区  | 4室2厅 | 153.53平米 | 南 | 精装 | 无电梯,高楼层(共6层)2005年建板楼  -  申花,14人关注 / 共0次带看 / 1个月以前发布,690万,单价44943元/平米,
万家花城 ，  带装修 ，两房带大露台 不沿马路,西湖-申花,万家花城二期  | 2室1厅 | 75.24平米 | 南 北 | 精装 | 有电梯,高楼层(共14层)2009年建板楼  -  申花,35人关注 / 共14次带看 / 5个月以前发布,398万,单价52898元/平米,
橡树园 城西银泰* 配套齐* 可改三房 价格可谈房主自荐,西湖-申花,昆仑橡树园  | 2室2厅 | 78.44平米 | 南 | 精装 | 有电梯,中楼层(共11层)2010年建板楼  -  申花,32人关注 / 共12次带看 / 4个月以前发布,375万,单价47808元/平米,
上郡小区小型两居室，总价低，绿城物业交通便利,西湖-申花,上郡  | 2室1厅 | 64.85平米 | 南 北 | 精装 | 有电梯,低楼层(共16层)2009年建塔楼  -  申花,2人关注 / 共2次带看 / 28天以前发布,290万,单价44719元/平米,
西边套户型 朝南双阳台 带入户门厅 满两年,西湖-申花,丽晶湾  | 3室2厅 | 120.24平米 | 南 | 毛坯 | 有电梯,低楼层(共22层)2014年建塔楼  -  申花,21人关注 / 共5次带看 / 5个月以前发布,480万,单价39921元/平米,
三房一卫 小区简欧风格 利用率好 阳台内包,西湖-申花,丽晶湾  | 3室2厅 | 87.15平米 | 南 | 精装 | 有电梯,高楼层(共23层)2014年建板楼  -  申花,7人关注 / 共5次带看 / 3个月以前发布,400万,单价45898元/平米,
双阳台，楼层好，采光好，环境优美，位置好，房龄新,西湖-申花,昆仑橡树园  | 3室2厅 | 104.14平米 | 南 | 其他 | 有电梯,中楼层(共17层)2010年建板楼  -  申花,11人关注 / 共12次带看 / 7个月以前发布,468万,单价44940元/平米,
满两年。精装修。采光良好。通风性良好。不沿高架不沿,西湖-申花,三江花园道壹号  | 4室2厅 | 126平米 | 南 | 精装,高楼层(共18层)2016年建塔楼  -  申花,26人关注 / 共4次带看 / 4个月以前发布,598万,单价47461元/平米,
丽晶湾，小户型，看房方便，业主诚心出售。,西湖-申花,丽晶湾  | 2室2厅 | 35平米 | 南 | 简装 | 有电梯,低楼层(共22层)2014年建塔楼  -  申花,11人关注 / 共3次带看 / 5个月以前发布,235万,单价67143元/平米,
城西银泰*边 2009年的电梯房 三房两卫户型,西湖-申花,西铭苑  | 3室1厅 | 116平米 | 南 | 简装 | 有电梯,高楼层(共17层)2009年建板楼  -  申花,7人关注 / 共6次带看 / 5个月以前发布,430万,单价37069元/平米,
申花地段 城西公园北面 蓝孔雀板块价格漂亮 户型正气,西湖-申花,丽晶湾  | 4室1厅 | 128.43平米 | 南 | 毛坯 | 有电梯,中楼层(共23层)2014年建板楼  -  申花,31人关注 / 共4次带看 / 2个月以前发布,500万,单价38932元/平米,
万家花城滨江物业， 自住装修 拎包入住 夹边套,西湖-申花,万家花城二期  | 3室1厅 | 89.32平米 | 南 北 | 精装 | 有电梯,低楼层(共18层)2009年建板楼  -  申花,24人关注 / 共9次带看 / 5个月以前发布,430万,单价48142元/平米,
免双税 飞机户型 高楼层 采光佳房主自荐,西湖-申花,耀江文鼎苑  | 3室2厅 | 126.57平米 | 南 | 简装 | 有电梯,中楼层(共22层)2009年建板楼  -  申花,15人关注 / 共1次带看 / 3个月以前发布,890万,单价70317元/平米,
万家花城 中等装修 中间楼层 采光视野好 房东诚心卖！,西湖-申花,万家花城一期  | 3室2厅 | 133.33平米 | 南 北 | 精装 | 有电梯,中楼层(共24层)2009年建板楼  -  申花,7人关注 / 共2次带看 / 2个月以前发布,679万,单价50927元/平米,
景瑞悦西台 洋房89方 满两年。,西湖-申花,景瑞悦西台  | 3室2厅 | 89.26平米 | 南 | 毛坯,高楼层(共7层)2017年建板楼  -  申花,18人关注 / 共21次带看 / 5个月以前发布,535万,单价59938元/平米,
中天西城纪精装平层， 诚心出售,西湖-申花,中天西城纪  | 1室1厅 | 43.35平米 | 南 | 精装 | 有电梯,高楼层(共14层)2014年建板楼  -  申花,8人关注 / 共0次带看 / 4个月以前发布,138万,单价31834元/平米,
申花郡，边套户型，纯毛坯，价格可谈,西湖-申花,景瑞申花郡  | 3室1厅 | 87.72平米 | 南 西 北 | 毛坯 | 有电梯,中楼层(共14层)2017年建板楼  -  申花,5人关注 / 共9次带看 / 2个月以前发布,380万,单价43320元/平米,
万家花城 诚心卖 不沿马路 楼层好 采光好,西湖-申花,万家花城一期  | 3室1厅 | 89平米 | 南 | 简装 | 有电梯,中楼层(共25层)2009年建板楼  -  申花,28人关注 / 共5次带看 / 5个月以前发布,430万,单价48315元/平米,
橡树园刚需小户型，开发商精装修，大一房。满二年,西湖-申花,昆仑橡树园  | 1室1厅 | 60.97平米 | 南 | 精装 | 有电梯,低楼层(共17层)2010年建板楼  -  申花,31人关注 / 共2次带看 / 4个月以前发布,297万,单价48713元/平米,
申花小户型，30万婚房装修，*明户型,西湖-申花,天阳美林湾  | 2室2厅 | 89.56平米 | 南 北 | 精装 | 有电梯,低楼层(共16层)2008年建板楼  -  申花,20人关注 / 共0次带看 / 2个月以前发布,330万,单价36847元/平米,
满五唯一  精装修 带入户门厅 楼层佳房主自荐,西湖-申花,丽晶湾  | 2室2厅 | 87.15平米 | 南 | 精装 | 有电梯,低楼层(共23层)2014年建板楼  -  申花,12人关注 / 共0次带看 / 2个月以前发布,378万,单价43374元/平米,
精装修 大四房 楼层好 采光佳,西湖-申花,港湾家园  | 4室2厅 | 152.13平米 | 南 北 | 简装 | 有电梯,高楼层(共18层)2006年建塔楼  -  申花,6人关注 / 共0次带看 / 2个月以前发布,760万,单价49958元/平米,
银泰*精装大三房 可拎包入住 中楼层 业主诚心出售房主自荐,西湖-申花,和苑小区  | 3室2厅 | 100.44平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2009年建板楼  -  申花,179人关注 / 共3次带看 / 一年前发布,455万,单价45301元/平米,
精装修平层，房东自费装修，给你一个安静温馨的小窝。,西湖-申花,五洲国际广场  | 1室0厅 | 29.59平米 | 北 | 精装 | 有电梯,中楼层(共11层)2013年建板塔结合  -  申花,38人关注 / 共5次带看 / 5个月以前发布,76万,单价25685元/平米,
城西银泰城*，09年电梯房，改善型三房。,西湖-申花,西铭苑  | 3室2厅 | 118.72平米 | 南 | 精装 | 有电梯,高楼层(共18层)2009年建板楼  -  申花,9人关注 / 共2次带看 / 4个月以前发布,495万,单价41695元/平米,
东方福邸，毛坯房，单价低，总价低。,西湖-申花,东方福邸  | 3室2厅 | 179.98平米 | 南 | 毛坯 | 有电梯,低楼层(共24层)2014年建板楼  -  申花,9人关注 / 共5次带看 / 2个月以前发布,880万,单价48895元/平米,
电梯房子一梯两户，业主自住装修，看房方便,西湖-申花,政苑小区  | 3室2厅 | 140.79平米 | 南 北 | 精装 | 有电梯,高楼层(共11层)2005年建板楼  -  申花,11人关注 / 共3次带看 / 26天以前发布,620万,单价44038元/平米,
上郡小区大三居室带100方大露台可养鱼养花种菜,西湖-申花,上郡  | 3室2厅 | 115平米 | 南 西 北 | 精装 | 有电梯,低楼层(共16层)2010年建塔楼  -  申花,9人关注 / 共2次带看 / 21天以前发布,650万,单价56522元/平米,
东方福邸，满两年，纯毛坯，不沿街，诚心卖。,西湖-申花,东方福邸  | 4室1厅 | 199.67平米 | 南 | 毛坯 | 有电梯,中楼层(共24层)2014年建板楼  -  申花,7人关注 / 共1次带看 / 2个月以前发布,1100万,单价55091元/平米,
融信学院府89平东边套三室两卫南北通透不沿街朝南开阔,西湖-申花,融信学院府  | 3室2厅 | 87.63平米 | 东 南 北 | 简装,中楼层(共14层)2017年建板楼  -  申花,4人关注 / 共10次带看 / 26天以前发布,460万,单价52494元/平米,
带露台，大三房，看房方便，价格实惠。,西湖-申花,西铭苑  | 3室1厅 | 124.6平米 | 南 | 简装 | 有电梯,低楼层(共24层)2009年建板楼  -  申花,5人关注 / 共9次带看 / 20天以前发布,420万,单价33708元/平米,
开发商精装修，户型正气，采光好，沿河景观房。,西湖-申花,中天西城纪  | 2室1厅 | 40.75平米 | 东南 | 精装 | 有电梯,高楼层(共14层)2014年建板楼  -  申花,5人关注 / 共4次带看 / 7个月以前发布,160万,单价39264元/平米,
蓝钻天成 开发商精装修 房东诚心出售 楼层好,西湖-申花,蓝钻天成  | 1室1厅 | 42.52平米 | 北 | 精装 | 有电梯,高楼层(共21层)2016年建板楼  -  申花,10人关注 / 共4次带看 / 3个月以前发布,130万,单价30574元/平米,
上尚庭大户型房子，房东诚心出售，随时看房房主自荐,西湖-申花,上尚庭  | 4室2厅 | 197.93平米 | 南 北 | 毛坯 | 有电梯,高楼层(共23层)2013年建板楼  -  申花,3人关注 / 共1次带看 / 2个月以前发布,1120万,单价56586元/平米,
文鼎苑西边套三房，楼层佳，视野开阔,西湖-申花,耀江文鼎苑  | 3室2厅 | 134.44平米 | 南 | 精装 | 有电梯,高楼层(共18层)2007年建板塔结合  -  申花,4人关注 / 共2次带看 / 1个月以前发布,940万,单价69920元/平米,
拱苑小区大三房  房东诚心出售,西湖-申花,拱苑小区  | 3室2厅 | 95.31平米 | 南 北 | 简装 | 有电梯,低楼层(共6层)2003年建板楼  -  申花,5人关注 / 共0次带看 / 28天以前发布,350万,单价36723元/平米,
在售小面积 ，中间位置，三房格局，诚心出售,西湖-申花,政苑小区  | 3室1厅 | 99.63平米 | 南 | 简装 | 无电梯,低楼层(共6层)2005年建板塔结合  -  申花,0人关注 / 共0次带看 / 19天以前发布,490万,单价49182元/平米,
城西银泰、loft层高4.78米、带阳台、房东诚心卖。新上,西湖-申花,德泰御峰大厦  | 1室1厅 | 40.34平米 | 西 | 简装 | 有电梯,低楼层(共19层)2010年建塔楼  -  申花,2人关注 / 共3次带看 / 5天以前发布,125万,单价30987元/平米,
申花大关保利香槟国际大四房二孩家庭的不二户型,西湖-申花,保利香槟国际  | 4室2厅 | 138.86平米 | 南 北 | 毛坯 | 有电梯,低楼层(共25层)2013年建板楼  -  申花,39人关注 / 共10次带看 / 4个月以前发布,658万,单价47386元/平米,
西城年华大套跃层5房装修好不临街！业主诚心出售!,西湖-申花,广宇西城年华  | 5室2厅 | 230平米 | 南 | 精装 | 有电梯,高楼层(共26层)2007年建板塔结合  -  申花,8人关注 / 共0次带看 / 4个月以前发布,1300万,单价56522元/平米,
申花绿城三房，开发商装修的，可拎包入住,西湖-申花,绿城慧园  | 3室1厅 | 88.98平米 | 南 | 精装 | 有电梯,中楼层(共17层)2014年建板塔结合  -  申花,26人关注 / 共10次带看 / 1个月以前发布,499万,单价56081元/平米,
文鼎苑经典西边套户型3房2卫不沿街。,西湖-申花,耀江文鼎苑  | 3室2厅 | 129.52平米 | 西南 | 简装 | 有电梯,低楼层(共18层)2007年建板塔结合  -  申花,15人关注 / 共1次带看 / 6个月以前发布,870万,单价67172元/平米,
浙大紫金板块，西湖三墩，有地铁,西湖-申花,中旅紫金名门  | 2室2厅 | 86.65平米 | 南 | 毛坯,高楼层(共33层)2016年建板楼  -  申花,46人关注 / 共7次带看 / 5个月以前发布,340万,单价39239元/平米,
*新精装 大金空调 新风系统 实木硬装 正对中间花园房主自荐,西湖-申花,雍荣华庭  | 3室2厅 | 88.02平米 | 南 | 精装,低楼层(共30层)2017年建板楼  -  申花,58人关注 / 共11次带看 / 5个月以前发布,368万,单价41809元/平米,
西城美墅两居室精装修总价低房东诚心出售,西湖-申花,广宇西城美墅  | 2室2厅 | 84.91平米 | 南 | 精装 | 有电梯,中楼层(共24层)2008年建塔楼  -  申花,2人关注 / 共0次带看 / 3个月以前发布,480万,单价56531元/平米,
天虹小区浙大傍 刚需小两室，此房属于西湖区，近地铁,西湖-申花,天虹公寓  | 2室2厅 | 87.75平米 | 南 | 其他 | 有电梯,中楼层(共17层)2010年建板塔结合  -  申花,58人关注 / 共16次带看 / 3个月以前发布,268万,单价30542元/平米,
协安上郡30万精装修2居室中楼层不临街业主诚售,西湖-申花,上郡  | 2室2厅 | 89.5平米 | 南 | 精装 | 有电梯,中楼层(共16层)2010年建塔楼  -  申花,4人关注 / 共1次带看 / 2个月以前发布,448万,单价50056元/平米,
75方大两房、总价低适合刚需、距离二号线地铁口800米,西湖-申花,望月公寓  | 2室1厅 | 75.04平米 | 南 北 | 简装 | 无电梯,中楼层(共6层)2000年建板楼  -  申花,21人关注 / 共9次带看 / 1个月以前发布,230万,单价30651元/平米,
此房精致三房，带露台，业主自住装修，边套户型,西湖-申花,政苑小区  | 3室1厅 | 99.11平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)2005年建板楼  -  申花,20人关注 / 共9次带看 / 1个月以前发布,498万,单价50248元/平米,
精装修 南北通 白色调 拎包入住,西湖-申花,耀江文鼎苑  | 2室1厅 | 87.67平米 | 南 北 | 精装 | 有电梯,低楼层(共24层)2009年建板楼  -  申花,10人关注 / 共3次带看 / 2个月以前发布,640万,单价73002元/平米,
学院北麓新上优质房源次新房，大四房户型。,西湖-申花,雍荣华庭  | 4室2厅 | 139.77平米 | 南 北 | 毛坯,低楼层(共24层)2017年建板楼  -  申花,34人关注 / 共1次带看 / 一年前发布,650万,单价46505元/平米,
西铭苑只此一套 纯毛坯 户型可改 看房方便,西湖-申花,西铭苑  | 3室2厅 | 117平米 | 南 北 | 毛坯 | 有电梯,中楼层(共17层)2009年建板楼  -  申花,40人关注 / 共3次带看 / 9个月以前发布,450万,单价38462元/平米,
黄龙金茂悦  房东诚心出售  随时看房,西湖-申花,黄龙金茂悦  | 4室2厅 | 128.73平米 | 南 北 | 毛坯,高楼层(共27层)2017年建板楼  -  申花,72人关注 / 共4次带看 / 8个月以前发布,650万,单价50494元/平米,
难得申花 何况洋房 一楼花园还院子,西湖-申花,景瑞悦西台  | 4室2厅 | 138.73平米 | 南 | 毛坯,低楼层(共7层)2017年建板楼  -  申花,10人关注 / 共3次带看 / 7个月以前发布,940万,单价67758元/平米,
雍荣华庭、带装修、公园住宅、高楼层视野好,西湖-申花,雍荣华庭  | 3室2厅 | 85平米 | 南 | 精装,高楼层(共25层)2017年建板楼  -  申花,18人关注 / 共4次带看 / 5个月以前发布,420万,单价49412元/平米,
楼层好，朝南无遮挡，视野宽阔，采光充足，三室两卫,西湖-申花,融信学院府  | 3室1厅 | 89.12平米 | 南 | 毛坯,高楼层(共18层)2017年建板楼  -  申花,7人关注 / 共4次带看 / 5个月以前发布,510万,单价57227元/平米,
10号线、带车位、公园住宅、高楼层视野贼,西湖-申花,雍荣华庭  | 3室2厅 | 89.95平米 | 南 北 | 毛坯 | 有电梯,中楼层(共30层)2017年建板楼  -  申花,27人关注 / 共1次带看 / 5个月以前发布,420万,单价46693元/平米,
华师0大区域 不沿马路 户型*明 低总价 随时看房,西湖-申花,雍荣华庭  | 3室1厅 | 89.94平米 | 南 | 毛坯 | 有电梯,低楼层(共29层)2017年建板楼  -  申花,37人关注 / 共2次带看 / 4个月以前发布,358万,单价39805元/平米,
雍荣华庭，西边套，价格带车位，视野好，俯视亚运公园房主自荐,西湖-申花,雍荣华庭  | 3室2厅 | 87.97平米 | 南 北 | 毛坯,低楼层(共30层)2017年建板楼  -  申花,16人关注 / 共3次带看 / 4个月以前发布,435万,单价49449元/平米,
次新房、高楼层，采光足、华师大,西湖-申花,融信蓝孔雀  | 3室2厅 | 89平米 | 南 | 毛坯,高楼层(共27层)2016年建板楼  -  申花,9人关注 / 共2次带看 / 4个月以前发布,480万,单价53933元/平米,
融信学院府，小区中间位置，纯毛坯，随心打造。,西湖-申花,融信学院府  | 3室2厅 | 89.45平米 | 南 | 毛坯,高楼层(共18层)2017年建板楼  -  申花,3人关注 / 共3次带看 / 4个月以前发布,438万,单价48966元/平米,
边套、满两年、纯毛坯、没有住过人、看房提前联系、,西湖-申花,天阳尚景国际  | 3室2厅 | 89.62平米 | 南 北 | 其他 | 有电梯,中楼层(共24层)2015年建板楼  -  申花,8人关注 / 共4次带看 / 2个月以前发布,480万,单价53560元/平米,
西湖区，地铁口，纯毛坯，总价低,西湖-申花,天虹公寓  | 2室2厅 | 87.75平米 | 南 | 毛坯 | 有电梯,低楼层(共17层)2010年建板塔结合  -  申花,7人关注 / 共3次带看 / 2个月以前发布,270万,单价30770元/平米,
学院北麓新上小三房 三开间朝南 双阳台 带车位,西湖-申花,雍荣华庭  | 3室2厅 | 89.94平米 | 南 | 毛坯 | 有电梯,高楼层(共29层)2017年建板楼  -  申花,13人关注 / 共0次带看 / 5个月以前发布,450万,单价50034元/平米,
雍荣华庭区域低总价*明西边套楼层好,西湖-申花,雍荣华庭  | 3室2厅 | 87.5平米 | 南 西 北 | 毛坯,高楼层(共30层)2017年建板楼  -  申花,26人关注 / 共0次带看 / 5个月以前发布,420万,单价48000元/平米,
复地开发商装修，拎包入住，朝向西南，采光视野好。,西湖-申花,复地壹中心  | 1室1厅 | 49.41平米 | 南 | 精装 | 有电梯,低楼层(共23层)2017年建板塔结合  -  申花,3人关注 / 共5次带看 / 24天以前发布,112万,单价22668元/平米,
城西银泰边政苑小区3房朝南户型电梯房出售,西湖-申花,政苑小区  | 3室2厅 | 116.28平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2005年建板塔结合  -  申花,15人关注 / 共2次带看 / 3个月以前发布,548万,单价47128元/平米,
西城美墅东边套装修好小三居，看房方便，诚心出售,西湖-申花,广宇西城美墅  | 3室2厅 | 88平米 | 南 | 精装 | 有电梯,高楼层(共24层)2008年建塔楼  -  申花,13人关注 / 共0次带看 / 3个月以前发布,515万,单价58523元/平米,
美墅复式结构大三房，户型方正，业主置换诚心出售！,西湖-申花,广宇西城美墅  | 3室2厅 | 138.36平米 | 南 北 | 精装 | 有电梯,中楼层(共22层)2008年建塔楼  -  申花,9人关注 / 共2次带看 / 1个月以前发布,695万,单价50232元/平米,
耀江文鼎苑一居室，*明户型，看房方便,西湖-申花,耀江文鼎苑  | 1室1厅 | 58.6平米 | 南 | 精装 | 有电梯,高楼层(共24层)2007年建板楼  -  申花,11人关注 / 共1次带看 / 3个月以前发布,480万,单价81912元/平米,
